20150909	Red Velvet (레드벨벳)	Lady`s Room	female	댄스	79	KENZIE	Oliver McEwan,Ylva Dimberg,Daniel Obi Klein,KENZIE	SM 엔터테인먼트	누구야 아까 널 보고 웃던걸 비밀은 없잖아 우리 사이 Best friend 나도 그러잖아 요즘 매일 날 설레게 하는 새로운 얼굴이 우리의 세계 주위를 돌고 있는 사건 내 좋은 친구들 다 알아 지금 나 얼마나 솔직한 건지 아닌지 1 2 3 네 맘을 말해 봐 쉿 여기선 곤란해 Meet me in the Lady's Room 터트리자 샴페인 비가 내리게 We like to party 오늘 이 밤이 우리 함께라 더 재밌어 How we do 같이 가는 거야 할 얘기가 너무 많아 We like to party 우리의 밤이 Ooh ooh ooh ooh Room Lady's Room Lady's Oh 나 지금 괜찮은 거니 Room Lady's Room Lady's 나 그 앨 좋아하나 봐 천천히 얘기해 이 밤 아직 길어 누구도 우리를 서두르게 못하니까 여긴 우리뿐이야 머리를 빗고 입술엔 살짝 오렌지의 향 뭐가 더 필요해 요즘 니 고민이 뭐인지도 알아 서로 늘 나누니까 Tonight 빨리 와 봐 그 애가 왔나 봐 Follow me follow me follow me Meet me in the Lady's Room 터트리자 샴페인 비가 내리게 We like to party 오늘 이 밤이 우리 함께라 더 재밌어 How we do 같이 가는 거야 할 얘기가 너무 많아 We like to party 우리의 밤이 Ooh ooh ooh ooh 다 궁금해하지 Baby 우리 거기서 늘 무슨 얘긴지 Ha I know you wanna know baby 사실 내 관심은 바로 You 너야 우린 어디로 가니 이 밤은 깊어지지만 끝난 건 아냐 내 눈은 여전히 그만 쫓고 있으니 I just wanna talk with you babe 터트리자 샴페인 비가 내리게 We like to party 오늘 이 밤이 우리 함께라 더 재밌어 How we do 같이 가는 거야 할 얘기가 너무 많아 We like to party 우리의 밤이 Ooh ooh ooh ooh Room Lady's Room Lady's 나 지금 괜찮은 거니 Room Lady's Room Lady's 나 그 앨 좋아하나 봐 Room Lady's Room Lady's I think I want him Room Lady's Room Lady's 좋아하나 봐 Can I get your number 
20150909	Red Velvet (레드벨벳)	Time Slip	female	댄스	84	Misfit	Johannes `Josh` Jorgensen,진보,Charlie Taft,Daniel Obi Klein	SM 엔터테인먼트	깨기엔 씻기엔 칙칙한 Monday 날씨 이상해 저 모닝벨에도 눈 떠지질 않네 마냥 피곤해 꿈 속을 헤매기에 완벽한 Morning 꿀 같은 단잠에 스르르륵 빠지네 자꾸 깊이깊이 빨려 들어 폭신폭신 감겨오는 이불 파도 속에 Stay in bed today 황홀한 꿈결 속에 눈을 감으면 Time Slip 잠결에 취해 미끄러져가 Time Slip 또 다른 세계로 눈을 감으면 Time Slip 어디든 Best place 미끄러져 I love it 꼭 끌어안은 베개는 어느새 네 넓은 품 Baby here we go Oh no mama don't wake me up 절대 깨기 싫은 꿈 침대 밖의 저 세상은 빠르게 돌아갈 뿐 Baby here we go 아주 조금만 1 2 3 아니 딱 10분만 더 다른 세계로 어디든 Best place 얼마만큼이 지났을까 영원이었던 것만 같아 따뜻했던 꿈 속에서 다시 너를 만날 수 있어 자꾸 깊이깊이 빨려 들어 폭신폭신 감겨오는 이불 파도 속에 1분 2분 3분 4분 눈 떠보면 34분 어떡해 I don't care Stay in bed today 황홀한 꿈결 속에 Stay in bed today 황홀한 꿈결 속에 눈을 감으면 Time Slip 잠결에 취해 미끄러져가 Time Slip 또 다른 세계로 눈을 감으면 Time Slip 어디든 Best place 미끄러져 I love it 갑갑하던 저 천장은 어느새 하얀 구름 Baby here we go Oh no mama don't wake me up 절대 깨기 싫은 꿈 이 순간만은 모든 게 내가 상상한대로 Baby here we go 아주 조금만 1 2 3 아니 딱 10분만 더 나른한 시간 감각 속에서 저기 Real world 점점 아득해져 내 맘이 원한 멋진 모든 게 눈 감으면 여기에 Oh 꼭 끌어안은 베개는 어느새 네 넓은 품 Baby here we go Oh no mama don't wake me up 절대 깨기 싫은 꿈 침대 밖의 저 세상은 빠르게 돌아갈 뿐 Baby here we go 아주 조금만 1 2 3 아니 딱 10분만 더 Baby here we go Baby here we go Baby here we go Baby here we go 
20150909	Red Velvet (레드벨벳)	Don`t U Wait No More	female	댄스	67	100%서정 (정영아, 백인경)	Dem Jointz,Ryan S. Jhun,Taylor Parks,Dwayne Abernathy Jr.	SM 엔터테인먼트	또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 더 가까이 올래 전부 말해줘 다 네 입 모양만 계속 바라봐 살짝 오다 멈칫 원을 그린 네 팔 또 기지개만 피는 네 어깨 두 눈빛이 또 또 마주치는 너와 나 우리 두 사람 이 담엔 어떡해야 해 나 궁금해서 잠도 못 잤어 자꾸 머뭇대는 너를 위해 영화 보다 잠이 든 척 살짝 기대 눈을 감을까 아님 별거 아닌 얘기로 네 귓가에 속닥속닥 간지럽게 속삭여볼까 들어 봐봐 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 내게 와줘 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 내게 와줘 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 공기가 달라 딱 감이 와 내 얼굴에 다 모두 써있어 살짝 닿은 내 손 우연 아닌 진짜 맘 나 용기 내서 스쳐본 거야 너처럼 매일 한 발 한 발 나도 가 속돌 올려 줘 내 맘을 향해 따라와 봐 난 늘 너 보라고 반짝 신호를 줘 네가 미친 듯이 두근대게 살금살금 걸어가서 와락하고 놀래켜볼까 너무 음악소리 크게 들려 목소리가 안 들린다 속삭이며 가까이 갈까 들어 봐봐 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 내게 와줘 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 내게 와줘 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 다른 남자들과 넌 좀 달라 날 아끼는 걸 다 알지만 때론 넓은 네 품에 쏙 이젠 너만을 믿어 난 You 더 다가와도 괜찮아 또 왜 너 망설이니 Don't U Wait No More 엄청 빤히 보다 나를 보면 괜히 한 번 웃어주고 콧소리로 질문해볼까 아님 카페모카 마실 때 실수인 척 입술 위로 휘핑크림 묻게 해볼까 들어 봐봐 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 내게 와줘 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 너 망설이니 Don't U Wait No More 또 왜 내게 와줘 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 내게 와줘 Don't U Wait No More Don't U Wait No More Don't U Wait No More Don't 
20150909	Red Velvet (레드벨벳)	Day 1	female	댄스	71	황현	황현	SM 엔터테인먼트	맨 처음 교복을 입던 날처럼 어색한 기분과 들뜬 마음 어젯밤 갑작스런 네 고백에 나 사실 한 시간도 못 잤어 어제완 다른 사이 친구는 이제 그만 근데 말이야 부탁 있어 약속해줘 Kiss kiss kiss 단 하루도 빼먹지 말고 Love love love 잠들기 전 꼭 속삭여줘 네가 원한 만큼 내가 기다린 만큼 마음 다해 안아줘 아껴줘 그 동안 넌 너무 티가 났지만 그게 날 더욱 설레게 했어 처음 잡는 너의 손 촉촉한 떨림 속 나도 몰래 두근거려 더워져요 Kiss kiss kiss 단 하루도 빼먹지 말고 Love love love 잠들기 전 꼭 속삭여줘 네가 원한 만큼 내가 기다린 만큼 마음 다해 안아줘 Oh yeah 어제보다 오늘 오늘보다 내일 마음이 더욱 커져갔음 해 Yeah 혼자 외롭지 않게 둘이 슬프지 않게 네 옆에 붙어있을게 Step by step 둘이서 걷는 길이 좋아 딴딴딴 둘만 아는 노래도 좋아 혹시 오랜 시간 지나도 습관 말고 진심으로 온 맘 다해 아껴줘 시간이 너무 아까워 내일 또 만나고 싶어 네가 원한 만큼 내가 기다린 만큼 마음 다해 안아줘 사랑해 
20150909	Red Velvet (레드벨벳)	Cool World	female	댄스	90	임서현	Marcus Winther-John,Andy Love,Daniel Obi Klein	SM 엔터테인먼트	잘 어울리는 옷을 꺼냈어 미리 정해 둔 약속 그런 건 없지만 이 밤이 아름다워서 세상의 소음들 잠시 닫을게 헤드폰을 끼고 얼음 입 안에 하나 물고 이 길을 나설 테니까 자유롭게 좀 다르게 느껴 좀 다르게 봐 사람들 속에 겉도는 듯해도 날 사랑해서 내가 나다워서 이 시간들이 더 아름다운 거야 Cool World Cool World 나만의 것 Cool World Cool World 나만의 꿈 Cool World Cool World 나만의 것 Cool World Cool World 아끼던 구두를 신을까 생각해 원하는 곳에 데려다 준다고 하잖아 오즈의 도로시처럼 나 세상의 시선들 잠시 가릴게 마음대로 꾸민 멋진 파티를 시작할래 맨 처음 널 초대할게 사실 말이야 좀 다르게 느껴 좀 다르게 봐 사람들 속에 겉도는 듯해도 날 사랑해서 내가 나다워서 이 시간들이 더 아름다운 거야 Cool World Cool World 나만의 것 Cool World Cool World 나만의 꿈 Cool World Cool World 나만의 것 Cool World Cool World 어디에서도 낯선 너라면 여기에 널 위한 자릴 비울게 만난 적 없었지만 아주 가까이 있다는 그런 느낌이 느껴지지 않니 나의 Cool World Cool World 나의 Cool World Cool World 좀 다르게 느껴 좀 다르게 봐 사람들 속에 겉도는 듯해도 날 사랑해서 내가 나다워서 이 시간들이 더 아름다운 거야 좀 다르게 느껴 좀 다르게 봐 더 다르단 건 특별한 거라고 날 사랑해서 내가 나다워서 난 최고의 친구가 돼 나에겐 Cool World Cool World 나만의 것 Cool World Cool World 나만의 꿈 Cool World Cool World 나만의 것 Cool World Cool World 
20150317	Red Velvet (레드벨벳)	Ice Cream Cake	female	댄스	4	조윤경,김동현	Hayley Aitken,Johan Gustafsson,Sebastian Lundberg,Fredrik Haggstam	SM 엔터테인먼트	La La La La La La La La La La La La La La La La La La Oh 햇살 눈부신 한가론 휴일 예쁜 새하얀 원피스를 입고 Oh Oh 난 집을 나섰지 콧노래 나오지 La La La La La La La La La 넌 나를 바라봐 넋을 놓고 또 봐 네 맘을 사로잡아 버린 그 순간 Oh 떨리는 목소리 네 맘엔 북소리 또 반짝이는 종소리가 울리지 La La La La La La La La La La La La La La La La La La La La La La 주세요 달콤한 그 맛 Ice Cream Cake 특별해질 오늘에 어울리는 맛으로 입가에 묻은 Ice Cream에 네 가슴 두근거려 내게 다가 오겠죠 It's so tasty Come and chase me 못 참겠어 I scream You scream Gimme that Gimme that Ice Cream Oh Vanilla chocolate honey with a cherry on top 매일 다양하게 보여줄게 너에게만 무지갤 그려대는 저 분수대 보다 난 사랑을 그려내는 네게 좀 더 끌릴 거야 넌 나를 데리고 떠나 어서 떠나 조그만 스쿠터에 태워봐 Oh 날 Uh 네 허릴 감싸는 내 손에 오늘이 다 가도 맘이 두근두근 거리지 La La La La La La La La La La La La La 주세요 달콤한 그 맛 Ice Cream Cake 특별해질 오늘에 어울리는 맛으로 입가에 묻은 Ice Cream에 네 가슴 두근거려 내게 다가 오겠죠 It's so tasty Come and chase me 못 참겠어 I scream You scream Gimme that Gimme that Ice Cream I scream You scream Gimme that Gimme that Ice Cream I scream You scream Gimme that Gimme that Pops 내 입안에 녹아 내리는 중 잔뜩 넣어 내 입안이 녹아 내리는 줄 Baby Boy 다른 남자들은 아무것도 몰라 You’re so fine 해서 안 튀는 옷만 골라 Never get me wrong my boo I have no 관심 In that bag 지루한 월화부터 수목까지 Man I wanna pass 날 보는 네 시선에 See some good vibe 기분 좋은 느낌이야 너와 눈이 마주치는 순간 Gimme that Gimme that Gimme that Gimme that Gimme that Gimme that Ice Cream 어서요 부드런 그 맛 Ice Cream Cake 오직 널 기다리며 촛불을 켜둘게요 따스한 맘에 Ice Cream Cake 녹아버리기 전에 내게 입맞춰줘요 It's so tasty Come and chase me 네 입술이 달콤하게 녹아요 나는 눈을 감아요 달콤한 그 맛 Ice Cream Cake 특별해질 오늘에 어울리는 맛으로 입가에 묻은 Ice Cream에 네 가슴 두근거려 내게 다가 오겠죠 It's so tasty Come and chase me 못 참겠어 I scream You scream Gimme that Gimme that Ice Cream I scream You scream Gimme that Gimme that Ice Cream I scream You scream Gimme that Gimme that your lips 
20150317	Red Velvet (레드벨벳)	Automatic	female	댄스	30	최소영	Charlotte Taft,Daniel Obi Klein	SM 엔터테인먼트	I love the way 내 맘을 감싸 안아 채우고 있어 전엔 몰랐던 It just comes Automatic 아주 작은 몸짓에 감각들이 움직여 It just comes so natural It just comes Automatic 매일 기다리던 환상에 어느새 내 심장은 숨 쉬고 있어 네게 잠시 흐트러진 소리가 너를 닿아 사랑이란 진실을 모두 말하게 됐어 따뜻한 이 벨벳 Skin 빛이 살짝 앉은 Lips 비에 젖은 듯한 Eyes 모두 아름다워 I love the way 내 맘을 감싸 안아 채우고 있어 전엔 몰랐던 It just comes Automatic 아주 작은 몸짓에 감각들이 움직여 It just comes so natural It just comes Automatic 단 한번 나를 스친 Sugar rush 너무도 자연스레 멈춰 서있어 네게 눈을 감았다 또다시 떠봐도 이미 깊게 빠진 꿈처럼 날 깨울 수 없어 따뜻한 이 벨벳 Skin 빛이 살짝 앉은 Lips 비에 젖은 듯한 Eyes 모두 아름다워 포근한 네 손 옅게 짓는 미소 너란 세상에선 모두 아름다워 I love the way 내 맘을 감싸 안아 채우고 있어 전엔 몰랐던 It just comes Automatic 아주 작은 몸짓에 감각들이 움직여 It just comes so natural It just comes Automatic 이끌림에 난 또 다가가 It’s Automatic 이 느낌 그대로 Just hold on I love the way 네 곁에 나의 발을 맞추고 있어 이미 정해진 It just comes Automatic 계속 너의 공간에 함께 머물고 싶어 It just comes so natural It just comes Automatic It just comes Automatic 
20150317	Red Velvet (레드벨벳)	Somethin Kinda Crazy	female	댄스	48	KENZIE	이현승,DOM,Teddy Riley,KENZIE,Charlotte Taft	SM 엔터테인먼트	So crazy 말도 안 되는 일이 일어났어 I don't know what's happening to me 내 얘길 잘 들어봐 외로운 별이 있어 아주 작지만 힘내 반짝이던 어느 날 밤하늘에 찡하고 금이 가 별은 떨어졌어 참 재미있지 누가 알았겠니 운명 같던 사랑 그때 다 시작된 거라는 걸 난 둥둥 떠있는 걸 이런 느낌은 처음이에요 꿀보다 달콤한걸 Somethin Kinda Crazy happens to me 거짓말처럼 무슨 일인 거에요 반짝이는 별이던 네가 내 품에 안긴 Crush 대체 무슨 일이죠 말도 안돼 말도 안돼 안돼 It's love 현실이 되었어 영화 같은 신기한 얘기인데 수많은 타인들의 우주 그 거리를 이겨 우리가 만났다는 것 참 재미있지 아주 멀 수도 있었던 우린 오늘 세상 가장 가까워요 믿기지 않는걸요 너무 행복해 웃음이 나와 나 좀 이상해진걸 Somethin Kinda Crazy happens to me 거짓말처럼 무슨 일인 거에요 반짝이는 별이던 네가 내 품에 안긴 Crush 대체 무슨 일이죠 머릿속 생각 가득해 아무것도 너 없인 못하겠어 바보가 되나 봐요 정말 내게 무슨 일이 일어나고 있는 거에요 Somethin Kinda Crazy happens to me 거짓말처럼 무슨 일인 거에요 멀리서도 찾을 수 있게 빛나고 있는 Crush 그건 당신인거죠 Somethin Kinda Crazy happens to me 거짓말처럼 무슨 일인 거에요 반짝이는 별이던 네가 내 품에 안긴 Crush 대체 무슨 일이죠 
20150317	Red Velvet (레드벨벳)	Stupid Cupid	female	댄스	69	성현빈	220,Hayley Aitken,Cha Cha Malone,앤드류 최	SM 엔터테인먼트	Hey Mr. Mr. 그쪽 아니잖니 내가 보낸 사인을 모르겠니 이렇게 간절하게 기도해도 네 화살은 또 그의 머리위로 맨날 Na Na Na Na Na 애가 타 타 어쩜 네가 쏘는 화살은 매번 왜 이래 또 다른 사랑은 No don't want it 이 사람이면 충분해 마지막 부탁이야 No more 딱 이번만 이번만 이번만 Oh 짓궂은 너의 장난 더는 못 참아 언제까지 애타게 둘 거니 나도 달콤한 사랑을 하고픈데 Stupid Cupid Wake up Wake up Oh Wake up 그 사랑의 화살 한방이면 충분한데 맞추질 못해 활을 쏘고 있긴 한데 머리위로 Na Na Na Na Na 구름위로 타 타 그가 날 바라볼 때 그때 정확히 조준해 또 다른 사랑은 No don't want it 이 사람이면 충분해 마지막 부탁이야 No more 딱 한번만 한번만 한번만 Oh Oh Oh 짓궂은 너의 장난 더는 못 참아 언제까지 애타게 둘 거니 나도 달콤한 사랑을 하고픈데 Stupid Cupid Wake up You know you're so stupid 정말 사랑을 이어줄 맘은 있니 Stupid Cupid Wake up Stupid Cupid 화살만 쏘지 사랑을 몰라 Stupid Cupid 관심도 없지 내 맘을 몰라 짓궂은 너의 장난 제발 그만둬 이젠 그를 나에게 보내줘 나도 달콤한 사랑을 하고 싶어 사랑 하고 싶어 Stupid Cupid 사랑을 몰라 Stupid Cupid 내 맘을 몰라 나도 달콤한 사랑을 하고픈데 Stupid Cupid Wake up 
20150317	Red Velvet (레드벨벳)	Take It Slow	female	댄스	59	G-High (MonoTree),이주형 (MonoTree)	G-High (MonoTree),이주형 (MonoTree)	SM 엔터테인먼트	Ah Stop Woo Take It Slow 요즘 들어 남자 다운 척인 건데 어쩜 아직 어려 동생일 뿐이랬잖아 설마 너 갑자기 어른스러운 네 말투 귀여워 분위기만 이상해져 너는 이런 내가 싫겠지만 어리게만 보이는 걸 나 있잖아 사실 말이야 싫지 않아 왜 자꾸만 나를 그런 눈으로 바라봐 나 알잖아 쉽게 맘 안 여는 사람 천천히 와 줘 날 더 지켜 줘 아직 난 겁이 나 Take It Slow 요즘 부쩍 잦아진 너의 연락 어쩜 자꾸 말이 짧아지는 이유는 뭔데 Don't know why 서툴게 진지한 척 하는 눈빛 귀여워 나도 몰래 웃음이 나 너는 이런 내가 싫겠지만 조금만 더 기다려 줘 잠깐 고민해 볼게 천천히 널 보며 그리 어리지가 않아 진심인 것 같아 그래 이젠 내 맘 열어 볼게 Don't let me down 달콤하게 떨린 내 입술만은 네게 보여 줄게 나 있잖아 사실 말이야 싫지 않아 왜 자꾸만 나를 그런 눈으로 바라봐 나 알잖아 쉽게 맘 안 여는 사람 천천히 와 줘 날 더 지켜 줘 아직 난 겁이 나 Take It Slow Ah Stop Woo Take It Slow Falling slowly 
